epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
23,0.5191669464111328,0.0010000000474974513,1.2274659872055054,0.5220277905464172,1.2033430337905884
24,0.5153939127922058,0.0010000000474974513,1.2193199396133423,0.5437537431716919,1.1749686002731323
25,0.5241472721099854,0.0010000000474974513,1.203919529914856,0.5377187728881836,1.1846686601638794
26,0.5271657109260559,0.0010000000474974513,1.1846877336502075,0.5407362580299377,1.1736143827438354
27,0.5223362445831299,0.0010000000474974513,1.190680742263794,0.5407362580299377,1.1649106740951538
28,0.5315424203872681,0.0010000000474974513,1.180080533027649,0.5612552762031555,1.1384822130203247
29,0.543766975402832,0.0010000000474974513,1.160896897315979,0.5703077912330627,1.1258271932601929
30,0.5384847521781921,0.0010000000474974513,1.1526000499725342,0.5678938031196594,1.1333099603652954
31,0.547540009021759,0.0010000000474974513,1.1529141664505005,0.5654797554016113,1.112007737159729
32,0.5547841787338257,0.0010000000474974513,1.1329119205474854,0.5859987735748291,1.0950838327407837
33,0.5632357597351074,0.0010000000474974513,1.1167279481887817,0.5956547856330872,1.0652549266815186
34,0.5707817673683167,0.0010000000474974513,1.1076430082321167,0.5974652767181396,1.0681647062301636
35,0.571989119052887,0.0010000000474974513,1.1021934747695923,0.5968617796897888,1.0710108280181885
36,0.5772713422775269,0.0010000000474974513,1.0890978574752808,0.6053107976913452,1.055385947227478
37,0.5716872811317444,0.0010000000474974513,1.0937731266021729,0.6131563186645508,1.0379412174224854
38,0.5807425379753113,0.0010000000474974513,1.0705642700195312,0.6173807978630066,1.0265449285507202
39,0.5831572413444519,0.0010000000474974513,1.0674580335617065,0.6155703067779541,1.024273157119751
40,0.5994566679000854,0.0010000000474974513,1.047930359840393,0.6191912889480591,1.0282080173492432
41,0.593872606754303,0.0010000000474974513,1.0616233348846436,0.6246228218078613,1.0123283863067627
42,0.5991548299789429,0.0010000000474974513,1.0491129159927368,0.6324683427810669,0.9780421257019043
43,0.610926628112793,0.0010000000474974513,1.0221021175384521,0.6372963190078735,0.9867677688598633
44,0.5964382886886597,0.0010000000474974513,1.0334608554840088,0.6306577920913696,0.9934875965118408
45,0.6121340394020081,0.0010000000474974513,1.0037473440170288,0.6360893249511719,0.9702062010765076
46,0.6094174385070801,0.0010000000474974513,1.0029752254486084,0.6451418399810791,0.9725611209869385
47,0.6213401556015015,0.0010000000474974513,0.9834215641021729,0.6505733132362366,0.9457130432128906
48,0.6234530806541443,0.0010000000474974513,0.9875122904777527,0.6366928219795227,0.9676064848899841
49,0.6306972503662109,0.0010000000474974513,0.9777793884277344,0.6487628221511841,0.9502792358398438
50,0.6314518451690674,0.0010000000474974513,0.9650251865386963,0.6529873013496399,0.9445167183876038
51,0.6299426555633545,0.0010000000474974513,0.9710586667060852,0.665057361125946,0.9347787499427795
52,0.6350739598274231,0.0010000000474974513,0.9648623466491699,0.6560048460960388,0.9344471096992493
53,0.6388469934463501,0.0010000000474974513,0.9472259283065796,0.6572118401527405,0.9190322160720825
54,0.6486567854881287,0.0010000000474974513,0.9384104609489441,0.6759203672409058,0.9215772151947021
55,0.6433745622634888,0.0010000000474974513,0.9287363886833191,0.6668678522109985,0.9149882793426514
56,0.6489586234092712,0.0010000000474974513,0.9204064011573792,0.6741098165512085,0.9005025029182434
57,0.6634470224380493,0.0010000000474974513,0.9086428880691528,0.6662643551826477,0.922230064868927
58,0.6509206295013428,0.0010000000474974513,0.9090258479118347,0.6644538044929504,0.9128863215446472
59,0.6566556096076965,0.0010000000474974513,0.9032383561134338,0.6710923314094543,0.9031345844268799
60,0.6688801646232605,0.0010000000474974513,0.8747256994247437,0.6735063195228577,0.8806889653205872
61,0.674464225769043,0.0010000000474974513,0.8728825449943542,0.6789378523826599,0.8888227939605713
62,0.6732568740844727,0.0010000000474974513,0.8766837120056152,0.6849728226661682,0.8862288594245911
63,0.6737096309661865,0.0010000000474974513,0.8632273077964783,0.6807483434677124,0.8829864859580994
64,0.6821612119674683,0.0010000000474974513,0.8540269136428833,0.688593864440918,0.8715248107910156
65,0.6838213205337524,0.0010000000474974513,0.8467262387275696,0.6994568705558777,0.8701849579811096
66,0.6939330101013184,0.0010000000474974513,0.8255163431167603,0.6916113495826721,0.8795229196548462
67,0.6924237608909607,0.0010000000474974513,0.8347392082214355,0.7036813497543335,0.8536524772644043
68,0.6969513893127441,0.0010000000474974513,0.8183081746101379,0.6879903674125671,0.8616641163825989
69,0.691518247127533,0.0010000000474974513,0.8241873383522034,0.7000603675842285,0.8317352533340454
70,0.697404146194458,0.0010000000474974513,0.8162341713905334,0.6970428228378296,0.8554098010063171
71,0.7047992944717407,0.0010000000474974513,0.8151726722717285,0.701870858669281,0.8565782308578491
72,0.7054029703140259,0.0010000000474974513,0.785134494304657,0.6928183436393738,0.8696339726448059
73,0.7088741064071655,0.0010000000474974513,0.7968342304229736,0.6952323317527771,0.8510854244232178
74,0.7150619029998779,0.0010000000474974513,0.7769837379455566,0.701870858669281,0.86158287525177
75,0.713401734828949,0.0010000000474974513,0.7703185677528381,0.7139408588409424,0.8412195444107056
76,0.7173256874084473,0.0010000000474974513,0.7580525875091553,0.7079058289527893,0.815305233001709
77,0.7153637409210205,0.0010000000474974513,0.7740111947059631,0.7060953378677368,0.8291628360748291
78,0.7189857959747314,0.0010000000474974513,0.769777238368988,0.7042848467826843,0.8288356065750122
79,0.7259281873703003,0.0010000000474974513,0.7555071115493774,0.7242003679275513,0.8108187317848206
80,0.7312104105949402,0.0010000000474974513,0.7379759550094604,0.7133373618125916,0.8365936875343323
81,0.7386054992675781,0.0010000000474974513,0.7467687726020813,0.7139408588409424,0.8013825416564941
82,0.7404165267944336,0.0010000000474974513,0.7302538752555847,0.7181653380393982,0.821233868598938
83,0.7378509044647217,0.0010000000474974513,0.7211938500404358,0.7205793857574463,0.8167567849159241
84,0.7381527423858643,0.0010000000474974513,0.7211568355560303,0.7193723320960999,0.8097888231277466
85,0.7499245405197144,0.0010000000474974513,0.7020096182823181,0.7272178530693054,0.7856867909431458
86,0.7460005879402161,0.0010000000474974513,0.7055008411407471,0.7235968708992004,0.8155573606491089
87,0.748717188835144,0.0010000000474974513,0.6944903135299683,0.7374773621559143,0.8094059824943542
88,0.7399637699127197,0.0010000000474974513,0.7056296467781067,0.7326493859291077,0.785497784614563
89,0.7452459931373596,0.0010000000474974513,0.7060874104499817,0.7296318411827087,0.7845878005027771
90,0.7585270404815674,0.0010000000474974513,0.6732850074768066,0.7332528829574585,0.7917917966842651
91,0.7520374059677124,0.0010000000474974513,0.6849378943443298,0.7423053979873657,0.7862196564674377
92,0.7539994120597839,0.0010000000474974513,0.6766789555549622,0.7332528829574585,0.7887048125267029
93,0.7613945007324219,0.0010000000474974513,0.6588015556335449,0.7392878532409668,0.8087218403816223
94,0.7641111016273499,0.0010000000474974513,0.6528301239013672,0.7332528829574585,0.8015093207359314
95,0.759885311126709,0.0010000000474974513,0.6642065048217773,0.7344598770141602,0.7988702058792114
96,0.7641111016273499,0.0010000000474974513,0.6533054113388062,0.7338563799858093,0.7706050276756287
97,0.7597343921661377,0.0010000000474974513,0.6654518842697144,0.7302353382110596,0.7731261849403381
98,0.7642620205879211,0.0010000000474974513,0.6495859622955322,0.7368738651275635,0.7862553000450134
99,0.772109866142273,0.0010000000474974513,0.6363754868507385,0.7429088950157166,0.7810872197151184
100,0.773166298866272,0.0010000000474974513,0.6303168535232544,0.7374773621559143,0.7784051895141602
101,0.773166298866272,0.0010000000474974513,0.6332657933235168,0.7453228831291199,0.7689065337181091
102,0.7781466841697693,0.0010000000474974513,0.6199874877929688,0.7410983443260193,0.7776862382888794
103,0.7792031168937683,0.0010000000474974513,0.6149488091468811,0.7501508593559265,0.7689208984375
104,0.7846362590789795,0.0010000000474974513,0.6085108518600464,0.7441158890724182,0.7915025353431702
105,0.7761847376823425,0.0010000000474974513,0.625846266746521,0.7404948472976685,0.7673512101173401
106,0.7853909134864807,0.0010000000474974513,0.6094715595245361,0.7211828827857971,0.7887012362480164
107,0.7841835021972656,0.0010000000474974513,0.6040035486221313,0.7435123920440674,0.7861674427986145
108,0.7899184823036194,0.0010000000474974513,0.584780216217041,0.7326493859291077,0.8094393014907837
109,0.7952007055282593,0.0010000000474974513,0.5771430134773254,0.748340368270874,0.7940217852592468
110,0.7899184823036194,0.0010000000474974513,0.5815046429634094,0.7423053979873657,0.807365357875824
111,0.7971627116203308,0.0010000000474974513,0.583346962928772,0.748340368270874,0.7906176447868347
112,0.797766387462616,0.0010000000474974513,0.5614452362060547,0.7477368712425232,0.7933873534202576
113,0.7947479486465454,0.0005000000237487257,0.5756497979164124,0.7441158890724182,0.7928256988525391
114,0.796106219291687,0.0005000000237487257,0.56685471534729,0.7465298771858215,0.7883431911468506
115,0.7979173064231873,0.0005000000237487257,0.562489926815033,0.7489438652992249,0.8009211421012878
116,0.8105946183204651,0.0005000000237487257,0.5315065383911133,0.7489438652992249,0.7916752696037292
117,0.797766387462616,0.0005000000237487257,0.5616815686225891,0.7537719011306763,0.7851746678352356
118,0.807425320148468,0.0005000000237487257,0.5465136170387268,0.7525648474693298,0.7815418243408203
119,0.8157259225845337,0.0005000000237487257,0.5313469767570496,0.7531684041023254,0.7718014717102051
120,0.8127075433731079,0.0002500000118743628,0.5404101014137268,0.7567893862724304,0.7673684358596802
